Running node v0.10.38
Kungsör;59.4248622;16.0950394;town
Älvdalen;61.2298989;14.0373946;town
Lycksele;64.5958617;18.6777559;town
Norsjö;64.9132139;19.4800731;town
Malå;65.1858628;18.7464818;town
Sorsele;65.5330663;17.536874;town
Åsele;64.1604218;17.3558144;town
Bjurholm;63.9320592;19.2189925;town
Robertsfors;64.1932853;20.8542742;town
Nordmaling;63.5700868;19.5018896;town
Husum;63.3333856;19.1619443;village
Ekhagen;59.3718801;18.0536141;neighbourhood
Torphagen;59.3735942;18.051537;locality
Valbo;60.6447772;17.0122765;village
Fårösund;57.8630332;19.0508902;village
Edsviken;59.4241652;17.9617966;suburb
Smedby;59.506161;17.9121877;suburb
Ekebo;59.5107122;17.9177055;suburb
Svedala;55.5152421;13.2384358;town
Köping;59.5137434;15.9970475;town
Tortuna;59.6747591;16.7224863;village
Ullunda;59.6418798;17.0225393;hamlet
Hagby;59.6526386;16.9743476;hamlet
Tibble;59.6514467;16.9402935;hamlet
Boda;59.6611068;16.8945975;hamlet
Bredsdal;59.6795827;16.8421053;hamlet
Sjuntorp;58.1882303;12.2268778;village
Upphärad;58.1582642;12.3048591;village
Petersberg;59.6979066;16.8642679;hamlet
Kursgård;59.6866823;16.8390235;hamlet
Kärsta;59.6791315;16.8378084;village
Orresta;59.6593909;16.8361734;village
Broby;59.6908418;16.8207394;hamlet
Vida;59.6741047;16.8073587;hamlet
Ängesta;59.6790405;16.7749546;hamlet
Långbo;59.7006417;16.7670471;hamlet
Stolpbo;59.6564055;16.6971176;hamlet
Badelunda Myrby;59.6458393;16.6811618;hamlet
Tibble;59.623114;16.6375072;village
Korsängsgärdet;59.617891;16.5688637;suburb
Sandgärdet;59.6195513;16.5651515;suburb
Ängsgärdet;59.6156118;16.5644649;suburb
Båtfors;65.1278615;21.0999299;village
Nynäshamn;58.9056457;17.9470987;town
Vaxholm;59.40406;18.331331;town
Teknikbyn Kopparlunden;59.6156102;16.5577055;suburb
Teknikbyn Tegnér;59.6194931;16.5590077;suburb
Karlsdal;59.615461;16.554464;suburb
Långtora;59.7238016;17.1428617;village
Håmsta;59.7180907;17.1777396;hamlet
Gissle;59.7099054;17.2401299;hamlet
Örsundsbro;59.7319788;17.302278;village
Vulcanön;58.1790396;13.9589402;locality
Knåpet;59.6632762;16.6522057;hamlet
Norra Djurgården;59.3667691;18.0807793;suburb
Riksskidstadion;60.6202655;15.656215;locality
Årsunda;60.5150767;16.7334186;village
Majorna;57.6912652;11.9220376;suburb
Alvesta;56.8997562;14.5546493;town
Freja;59.6201787;16.5743361;suburb
Lindholmen;59.5841421;18.1060266;village
Frösunda;59.620871;18.1662283;hamlet
Österfärnebo;60.3056262;16.8001948;village
Gysinge;60.2887045;16.8856103;village
Söderfors;60.3881327;17.2412588;village
Tierp;60.3429614;17.5168395;town
Östhammar;60.2441823;18.3592493;town
Älvkarleby;60.5713307;17.4525042;village
Djurgården;59.3266725;18.1151378;suburb
Ryssby;56.8644924;14.1679128;village
Holmbo;58.1956747;16.390388;hamlet
Kvarnvik;58.1960452;16.3704064;hamlet
Rumma;58.19056;16.2848927;hamlet
Hjulsbro;58.3764506;15.6978965;suburb
Ullstämma;58.3685895;15.679561;suburb
Ekholmen;58.3816998;15.6745097;suburb
Falerum;58.1437133;16.2063158;village
Åtvidaberg;58.2009877;16.0018979;town
Mörby;59.3978195;18.0383125;suburb
Fällfors;65.1274443;20.7939357;village
Klingsta;59.4002674;18.0249397;suburb
Fredriksberg;60.1398367;14.3762452;village
Ljungstorp;58.3844008;13.6938307;hamlet
Varnhem;58.3853435;13.6505707;village
Charlottenberg;59.3886567;18.0379515;neighbourhood
Mörbylund;59.3872245;18.040154;neighbourhood
Brunflo;63.0813104;14.8265904;town
Åmot;60.9656133;16.451243;village
Sjösveden;61.1111011;16.019727;hamlet
Markaryd;56.4596131;13.5919834;town
Åseda;57.1691268;15.3525029;town
Hovmantorp;56.7894229;15.1346655;village
Tingsryd;56.5279063;14.9771884;town
Näsåker;63.4429444;16.8974861;village
Järved;63.2730921;18.7647544;village
Lyrestad;58.8036306;14.0591279;village
Hemmesdynge;55.3704318;13.3556644;hamlet
Rinkeby;59.3881231;17.9285698;suburb
Hallonbergen;59.3753738;17.9690732;suburb
